序号,题目,答案,正确答案
350,近代形而上学唯物主义哲学家把原子理解为（  ）,A、构成物质世界一切事物的最小单位 B、是不变的 C、是不可分割的 D、是堆砌宇宙大厦的“宇宙之砖” ,正确答案： ABCD
351,下列选项中，正确表述运动含义的有（  ）,A、 运动是新事物的产生和旧事物的灭亡  B、 运动是物质存在的方式  C、 运动是物质位置的移动  D、 运动指宇宙中发生的一切变化和过程  E、 运动是物质的根本属性  ,正确答案： BDE
352,下列选项中，正确表述运动和静止关系的有,A、 动者恒动，静者恒静  B、 运动是绝对的，静止是相对的  C、 动中有静，静中有动  D、 运动是有条件的，静止是无条件的  E、 无动则有静，无静则有动  ,正确答案： BC
353,辩证唯物主义所说的静止是指（  ）,A、事物没有任何变化 B、事物运动的特殊状态 C、事物的空间相对位置未变 D、事物的根本性质没有变 ,正确答案： BCD
354,动摇牛顿绝对时空观的有（  ）,A、 信息论  B、 电子学理论  C、 狭义的相对论  D、 广义的相对论  E、 人们的日常生活经验  ,正确答案： CD
355,下列说法中，表示时间一维性的有（  ）,A、盛年不重来，一日难在晨 B、光阴好比河中水，只能流去不复回 C、莫说年纪小，人生容易老 D、一寸光阴一寸金，寸金难买寸光阴 ,正确答案： ABCD
356,从起源上说，意识是（  ）,A、感性认识的产物 B、理性认识的产物 C、自然界长期发展的产物 D、社会性劳动的产物 ,正确答案： CD
357,下列成语和常用语中，正确说明意识能动性的有（  ）,A、胸有成竹，料事如神 B、纸上谈兵，画饼充饥 C、天下无难事，只怕有心人 D、运筹帷幄之中，决胜千里之外 ,正确答案： ACD
358,下列见解中，能引导人们正确地发挥主观能动作用的有,A、 有条件要上，没有条件也要上  B、 自由是对必然的认识和对客观世界的改造  C、 根据实际情况，积极创造有利条件  D、 从现实条件出发，尊重客观规律  E、 对症下药，量体裁衣  ,正确答案： BCD
359,尽管历史上罗马教廷把哥白尼的“日心说”当作异端邪说加以打击，毁掉哥白尼的书，监禁伽利略，但这既不能改变地球绕太阳转的规律，也不能阻止人们接受“日心说”。这一事实说明（  ）,A、 客观规律不以人的意志为转移  B、 人在客观规律面前无能为力  C、 客观规律起作用是无条件的  D、 真理中包含着不依赖于人的客观内容  ,正确答案： AD
360,自在自然与人化自然的区别是（  ）,A、 客观与主观的区别  B、 客体与主体的区别  C、 人与自然的区别  D、 客观于客体的区别  E、 相对于人的可能性存在与现实性存在地区别  ,正确答案： AC
361,“观念的东西不外是移入人的头脑并在人的头脑中改造过的物质的东西而 已，”这一命题揭示了：（  ）,A、 观念的东西和物质的东西是对立的统一  B、 在意识中体现了主观和客观的统一  C、 人脑是意识的源泉  D、 观念的东西是对物质的东西的能动反映  E、 没有被反映者，就没有反映  ,正确答案： ABDE
362,劳动在人类社会发展中的地位和作用是（  ）,A、 劳动创造了人和人类社会  B、 劳动是一切历史的前提和基础  C、 劳动发展史是打开全部社会史的钥匙  D、 劳动是社会活动的全部内容  ,正确答案： ABC
363,下列命题反映事物之间客观联系的有（  ）,A、森林覆盖面的大小影响气候 B、人口数量的多少影响社会发展 C、亚洲金融危机影响中国经济的增长速度 D、天空出现彗星预示社会要爆发战争 ,正确答案： ABC
364,手从身体上割下来，名可叫做手，实已不是手了。这句话体现（  ）,A、 整体是由部分组成的  B、 部分与整体是联系在一起的  C、 整体大于部分的总和  D、 部分离开整体就失去原来的意义  E、 部分反作用于整体  ,正确答案： BD
365,新事物优越于旧事物，这是由于（  ）,A、 新事物是在新的历史条件下产生的  B、 新事物具有旧事物没有的新形式  C、 新事物抛弃了旧事物中消极的东西  D、 新事物保留了旧事物中的积极因素  E、 新事物增添了富有生命力的新内容  ,正确答案： CDE
366,判断一个事物是否是新事物的错误观点是（  ）,A、 根据它时间上出现的先后  B、 根据它的形式是否新奇  C、 根据它的力量是否强大  D、 是否符合事物发展的必然趋势  E、 是否具有强大的生命力和广阔的发展前途  ,正确答案： ABC
367,在社会历史发展中，新事物必然战胜旧事物，这是由于（  ）,A、 新事物符合历史发展规律，有强大的生命力  B、 新事物优越于旧事物  C、 新事物得到广大人民群众的支持  D、 新事物是在新的历史条件下产生的  E、 新事物具有旧事物没有的新特点  ,正确答案： ABC
368,唯物辩证法与形而上学的对立表现在是否承认（   ）,A、世界是物质的 B、世界是可以认识的 C、世界上的事物是普遍联系的 D、世界上的事物是运动发展的 E、矛盾是事物发展的根本原因 ,正确答案： CDE
369,下列属于唯物辩证法的基本规律的有（  ）,A、对立统一规律揭示事物发展的动力和源泉 B、质量互变规律揭示事物发展的状态和形式 C、否定之否定规律揭示事物发展的趋势和道路 D、阶级斗争规律是阶级社会发展的直接动力 ,正确答案： ABC
370,下列各项正确反映量变与质变的辩证关系的有（  ）,A、 量变是质变的前提和必要准备  B、 质变是量变的前提和必要准备  C、 质变是量变的必然结果  D、 质变体现和巩固量变的成果，并为新的量变开拓道路  E、 事物的量变和质变相互转化过程体现了事物运动发展是连续性和飞跃性的统一  ,正确答案： ACDE
371,“奢靡之始，危亡之渐。”包含的哲理有（   ）,A、 现象是本质的外部表现  B、 特殊性中包含着普遍性  C、 量变是质变的必要准备  D、 质变是量变的必然结果  E、 质变会引起新的量变  ,正确答案： CD
372,下列选项中，体现量变引起质变的哲学道理的有（  ）,A、 九层之台，起于垒土  B、 千里之行，始于足下  C、 长堤溃蚁穴，君子慎其微  D、 天下无难事，只怕有心人  E、 水滴石穿，绳锯木断  ,正确答案： ABCE
373,割裂量变和质变的统一会导致（   ）,A、 庸俗唯物主义  B、 庸俗进化论  C、 改良主义  D、 激变论  E、 冒险主义  ,正确答案： BCDE
374,辩证法的否定观包含的内容有（   ）,A、辩证的否定是自我否定 B、辩证的否定是联系的环节 C、辩证的否定是发展的环节 D、辩证的否定是扬弃 ,正确答案： ABCD
375,辩证的否定具有两个重要特点，分别是,A、 否定是联系的环节  B、 否定是发展的环节  C、 否定与肯定绝对对立  D、 否定是由外力推动的  E、 否定中不包含肯定  ,正确答案： AB
376,同一性是矛盾的基本属性。下列命题中属于矛盾的同一性含义的有（  ）,A、矛盾双方相互依存 B、矛盾双方相互排斥 C、矛盾双方相互贯通 D、矛盾双方相互渗透 E、矛盾双方相互转化 ,正确答案： ACDE
377,下列选项中属于矛盾斗争性的表现的有（  ）,A、 剥削阶级与被剥削阶级的对立  B、 各地区之间经济发展的不平衡  C、 先进思想与落后思想的冲突  D、 人民的内部的意见分歧  E、 同学之间对某一问题认识上的差异  ,正确答案： ABCDE
378,矛盾发展的不平衡性是指（  ）,A、内部矛盾与外部矛盾的不平衡 B、主要矛盾与次要矛盾的不平衡 C、普遍矛盾与特殊矛盾的不平衡 D、矛盾的主要方面与次要方面的不平衡 E、形式逻辑矛盾与辩证矛盾的不平衡 ,正确答案： BD
379,看问题、办事情都要坚持（  ）,A、两点论和重点论的统一 B、两点论和均衡论的统一 C、一点论和重点论的统一 D、一点论和均衡论的统一 E、既要全面，又要抓重点 ,正确答案： AE
380,对立统一规律是唯物辩证法的实质和核心，这是因为（  ）,A、对立统一规律揭示了普遍联系的根本内容 B、对立统一规律揭示了变化发展的内在动力 C、对立统一规律是贯穿于辩证法其它规律和范畴的中心线索 D、矛盾分析法是最根本的认识方法 ,正确答案： ABCD
381,正确处理部分与整体的关系，就要做到(  ),A、 着眼于整体，要求局部服从整体  B、 以局部利益损害整体利益  C、 承认局部的相对独立性和特定的重要作用  D、 片面强调整体利益抹煞局部利益  E、 把整体利益与局部利益结合起来  ,正确答案： ACE
382,下列说法中揭示了事物本质的有（  ）,A、 日出于东落于西  B、 水往低处流  C、 人的本质是社会关系的总和  D、 国家是阶级压迫的工具  E、 认识是主体对客体能动的反映  ,正确答案： CDE
383,属于因果联系的有（  ）,A、摩擦生热，热胀冷缩 B、冬去春来，夏尽秋至 C、电闪雷鸣，风雨来至 D、虚心使人进步，骄傲使人落后 ,正确答案： AD
384,下列选项中属于内容和形式关系的表现的有（  ）,A、 生产力决定生产关系，生产关系对生产力有反作用  B、 实践决定认识，认识对实践有反作用  C、 经济基础决定上层建筑，上层建筑对经济基础有反作用  D、 整体决定部分，部分对整体有反作用  E、 国体决定政体，政体对国体有反作用  ,正确答案： ACE
385,内容和形式的相互作用是（  ）,A、内容决定形式 B、形式决定内容 C、形式对内容有重大的反作用 D、当形式与内容适合时，对内容的发展起积极的促进作用，相反则起消极的阻碍作用。 ,正确答案： ACD
386,下列观点属于唯心主义认识论的有（  ）,A、 把认识看成是先于物质的  B、 把认识看成是先于实践经验的  C、 否认认识是主体对客体的反映  D、 把认识看成是人头脑中固有的  ,正确答案： ABCD
387,唯心主义的主观真理论（   ）,A、坚持意识第一性，物质第二性 B、否认认识是主体对客体的反映 C、否认真理的客观性 D、强调心外无物和心外无理 ,正确答案： ABCD
